"param1","param2","param3","param4","param5","vec","iteration","dmv_true","dmv_prop","ir","sir"
-0.687626033190319,-0.588051942508,-0.212046751366386,-1.27041115934146,-1.72665805393868,1,5,0.00201562293740808,0.00200010913056659,1.00775648018621,0
0.417748270199155,0.236436887492418,0.981488817859992,-0.543847855102693,-1.77914410482643,2,5,0.00144623106000394,0.00143020521464067,1.01120527683665,1
1.44425466008974,1.18720332460512,0.188468805240806,-0.463493832754154,0.337698734092944,3,5,0.00292197393297749,0.00253665507471305,1.15190037546119,0
-1.48109707478587,-2.42381982702761,-1.88451888991543,-1.50956999180484,-1.22518194174304,4,5,3.1820757906298e-05,3.72921659768566e-05,0.85328264188371,0
-3.7074970515438,-1.25392221981902,-1.25087338161878,-1.64220903347605,-0.82853602945715,5,5,1.30351899217553e-06,7.12914352025372e-07,1.82843701837712,0
1.25457937046385,0.346948407528193,-1.62574769780315,-1.43745700807331,-2.66359943382361,6,5,4.43791623204302e-05,6.46504223471383e-05,0.686448142320521,0
0.312188749900593,-0.936714411113467,-0.0620564644612442,0.3781804780949,-0.266563485412097,7,5,0.00468333501049101,0.00468960129562278,0.998663791495961,0
0.177686701262089,-0.611623589384665,-0.718013439801287,-0.0980806846999017,1.38175183138088,8,5,0.00187854346575522,0.00193744628714574,0.969597700962696,0
0.232287452948463,0.629673012173801,-0.420786709005861,-0.463513037973262,-0.381401649562774,9,5,0.00890912231783693,0.00885697095464065,1.00588817141474,1
-1.07710034736038,-0.263150649489569,-0.453655698273178,-0.881952024774584,-0.544920022514172,10,5,0.00435395445764185,0.00405063261383115,1.07488258569168,0
-1.2168227587697,-1.10874202510051,-0.489178463346964,-1.02074905063233,0.291665802113282,11,5,0.00186651081636124,0.00187032734322124,0.997959433746274,1
0.703210783322696,0.484661911362419,1.46085394322111,-0.852493136104306,-1.10121617963624,12,5,0.00183592280221502,0.00157724022579474,1.16400962401903,1
0.197769657386195,1.62798951051689,0.807690686147706,1.2265234434057,0.754399121731994,13,5,0.000933114220082388,0.000984705022921855,0.947607860589169,0
0.552849241349444,1.72373227658609,-0.0278530157247733,-1.89646813328873,-0.433162936006201,14,5,0.000396891690425864,0.000389070380852228,1.02010255716846,0
4.38297125126745,2.66031156838143,-0.15369959648281,-1.46119511288483,-0.575980920349235,15,5,2.62226860152933e-07,1.6837917892012e-07,1.55735918083633,0
