"param1","param2","param3","param4","param5","vec","iteration","ir","sir"
1.1173386326049,2.77063785435654,0.6965743196298,2.06069147999489,-1.55902262940731,1,3,0.326606942639867,0
-0.363216629867038,-0.568577475005905,-0.138893384617654,-1.07890735061186,-0.538965501977043,2,3,1.43231038068621,0
-0.366258210630401,-1.62951825593275,0.41337839789421,0.00139036818896428,-1.17919271521101,3,3,1.09905319234164,0
-0.589779241409946,-0.880265177822985,-1.22274858486716,-0.998473878761412,-1.38151401789724,4,3,1.04186986992093,0
-0.726335262901762,-0.657335713720037,-1.51156188289743,0.27897078996323,-1.18190397180532,5,3,1.05827803182023,0
-1.0112088152028,-0.478701473768216,1.82502309749281,-0.491815783868701,-0.0841257279308663,6,3,1.01084785714287,0
-0.103279379974183,1.00776629545976,-0.561285530282239,0.164696103901914,-1.37590462440071,7,3,1.30438225551821,0
-0.813151941228148,1.3031600253334,0.109747646364576,1.73103467039424,1.10948919801373,8,3,0.962425874778286,0
-0.180039510973665,0.673490360326679,2.69034740825948,0.339563375826134,1.55829262623512,9,3,0.60410832227372,0
-2.08460006331358,0.264723377611519,-0.900708655310381,-3.07100538081344,-1.82380253126167,10,3,0.34177226126292,0
-0.0570075831582438,-0.68330442938486,-2.64144324540576,0.476391493063903,0.423835110651561,11,3,0.652598650231933,0
-0.064146044469774,0.563946828594628,-0.0323497814801194,-0.190080351605229,-0.329418982222433,12,3,1.62251141714886,1
-0.0221039832295445,-0.9524484373767,-0.93641711055381,-1.41374907746673,-1.30725655274514,13,3,1.08135659542757,0
-0.719533597728458,0.614065052840539,-0.0315425384504064,-0.863308556074214,-1.23366087380063,14,3,1.29338690274977,0
0.7475402660014,-0.553289957446348,1.32655241289101,1.42173815770519,-1.95930368390386,15,3,0.789608931223559,0
0.988122005429182,-0.262775256701033,-2.53078866188019,-1.06792110924181,0.282193364910747,16,3,0.762963936702782,1
-1.13624265136212,-2.7941545964672,0.770501047658435,0.232828354286945,-2.06826546737669,17,3,0.40834377892812,0
-0.336886198087739,1.36890013059798,1.25352160894773,-2.31190468831734,0.0809921379271401,18,3,0.578233616796392,0
2.79677828133172,1.41961802146151,0.153355466635824,-2.19644108705547,2.65504861356808,19,3,0.275612935696994,0
-0.123870582190759,-0.779334008683289,-0.711497371607821,-1.05982798151224,1.96097906974044,20,3,0.959534732306988,0
1.16258840503,0.495477554209281,1.08828416429258,0.907297435899111,-0.289755768054746,21,3,1.190066186859,1
-0.774492548669358,-0.538371748240067,-1.61052749695943,-0.283969582296755,-0.171092965238503,22,3,1.15824359336714,0
0.0541685543442775,1.81017571686766,1.85913865723238,-0.926859373186895,-1.31505988062052,23,3,0.543133482233314,0
0.22863035026675,-0.855037258522215,1.33638178036339,0.458098266817244,0.472824199806546,24,3,1.29389700117132,0
-0.0312901654956706,1.05011158079203,-0.517087314964229,-1.23079141495362,-0.220185331918253,25,3,1.28429977976577,1
-2.02453985378428,0.58211014956331,-0.297344067873825,0.441253766527653,1.69269690603598,26,3,0.91734478345014,0
0.477913557059681,-0.214260595193982,-1.84733424276988,-0.574283549488003,1.25139286060371,27,3,0.968945907117253,0
0.747507681778377,0.771576277470657,0.717614268956143,1.69468801309081,0.0801094247324065,28,3,1.07377499525922,0
0.573372313527963,-0.893828458812501,-0.218674485934035,0.216868562098872,-0.0316952986450988,29,3,1.49950841450664,0
0.866373631738547,1.91987907092228,-0.928239096840986,-0.0685199713907049,1.65697700583542,30,3,0.75695043559535,0
0.480857442709542,0.386276497800363,1.10723137584645,-2.36016617333861,-0.546153142486378,31,3,0.786448524985814,0
-1.20299451945182,-0.206139579533753,-1.99337773566834,-1.36548629987646,-0.655306783906447,32,3,0.856772751280436,1
1.46400023192928,1.2388171160706,0.900304806056699,-0.272395849534365,-1.23285024547264,33,3,0.916994404027865,0
-1.49912086436727,0.106623444475735,1.55426103131092,0.0209272127079914,3.71580377638431,34,3,0.333209705993396,0
0.167364742438822,-1.61460674609574,-1.08661790715644,0.895302070190174,0.426180949543484,35,3,0.891238478934755,0
-2.31631040935096,-0.305300903853778,0.0227799469871566,1.16951774486634,0.129878107736783,36,3,0.982360554120275,1
-0.885439734793785,-1.1718161470684,-0.678451895160354,-1.45336728633076,2.2797382232783,37,3,0.645690953977511,0
-0.222097761751125,-0.376725554506625,1.55998956272766,-1.54316963997705,-0.467685111283898,38,3,0.971314825075037,0
-0.0978887585920635,0.403038783654184,-0.666466485349604,-1.05351185858584,-0.982826280634518,39,3,1.37615149894838,0
2.0810895095803,-0.0628304480855573,-1.97945388738437,-0.275388388121294,0.924763487714355,40,3,0.745693545345165,0
0.620326391414362,1.35638921231454,-0.705984084249673,-0.236717394547954,-0.262780204588348,41,3,1.28184451434183,0
1.07643342869181,-0.294414495713482,-0.34615653560439,-0.795548071383686,0.966325402994966,42,3,1.38928900774767,0
0.452015333251398,-2.09723074273315,-1.26639122321964,-1.34732786748166,0.707857018525451,43,3,0.748833989505949,0
-1.85750536110807,0.401419467078147,0.274468075969102,-1.75109214952647,-0.832622808098001,44,3,0.832071691478419,0
-1.12793046270639,0.101391596142169,1.74439708611143,-0.705166608742825,-0.490808626334156,45,3,0.966608576792484,0
-0.762432778429109,-1.10453618667057,-1.88321287136053,-0.0776258979965625,0.630970024054078,46,3,0.846068498146136,0
-0.441219697117513,-0.888975442901934,-0.753053746997299,-1.03558988542435,0.844045431419059,47,3,1.20918565427371,1
-0.537344914246838,-0.676303620361502,-1.17902057827114,1.29128522842055,0.928670367146977,48,3,0.945627764206369,0
-1.03274771175087,0.133078106378328,-0.406741875966233,1.70941140168347,0.945258118658101,49,3,1.04987498003121,0
1.38105203649914,0.475218638952921,1.04497833281231,0.159925639496477,0.390126976970229,50,3,1.25617505275909,1
0.719970468116247,0.099980767145175,-2.27688376950181,-0.330092417590923,-0.00413819769182088,51,3,0.95202606841448,0
