"param1","param2","param3","param4","param5","vec","iteration","dmv_true","dmv_prop","ir","sir"
-0.498462542828973,-0.407551750582576,-0.141030610772878,-0.824857142036381,-1.53682660120784,1,5,0.00177663917364529,0.00164945528332137,1.07710660095484,0
0.522994838464737,0.0926156543136158,1.03038930880906,-0.140518337028496,-1.83186314473831,2,5,0.000954494810047189,0.00117946541589686,0.809260532087238,0
1.35327462340171,0.839958318311553,0.230002552390789,-0.62446865967606,0.520730248331828,3,5,0.00198895700900379,0.00209193541042637,0.950773622880835,1
-0.863160066646496,-2.09403459650941,-1.78121340216301,-1.10007654096985,-0.89689380901146,4,5,5.80991337196026e-05,3.07542019867679e-05,1.88914457102805,0
-3.77168988227752,-0.117632408410998,-1.26121719155226,-1.32055738106637,-0.367060772243713,5,5,1.44258956906434e-06,5.87928091789045e-07,2.45368368889227,1
1.38785804271681,-0.00288403876294022,-1.45953315757078,-0.743522416182709,-2.51802815391543,6,5,4.23502598592735e-05,5.3316081147651e-05,0.794324319186002,0
0.721195515164589,-1.1144552306444,-0.0423133912636577,0.475569924254468,-0.410250260428686,7,5,0.00343447704431204,0.00386743278930206,0.888050867700237,0
0.442825648750969,-0.67196850349524,-0.70707262345278,-0.434826621514723,1.5848623672969,8,5,0.00147526435295239,0.00159777832401506,0.923322297454375,1
0.130045132241651,0.626253780715663,-0.392160354995745,-0.366317790044182,-0.25653460861928,9,5,0.00690064999570278,0.00730419021246975,0.94475223056513,0
-1.07202584296454,0.085717197726096,-0.434981028096157,-0.716618749464036,-0.312908306133289,10,5,0.00379786065437937,0.00334048640825159,1.1369184574432,1
-0.960868542037778,-0.768035879552062,-0.466647423871408,-1.0757407606967,0.644604618774704,11,5,0.0019371974608078,0.00154242649596963,1.25594150895988,0
0.787792352782644,0.276279139820654,1.51024815890205,-0.677066122092502,-0.99903082714124,12,5,0.00110067521300455,0.00130072263745286,0.84620285778984,0
-0.236545003536144,1.68151955868688,0.709496708844068,1.03542545000814,0.519728539646794,13,5,0.000949829515208085,0.000812069140503062,1.16964118919687,0
0.186609061196046,1.72382563276494,0.0460557809686733,-1.88585707591943,0.103438033390148,14,5,0.00037727723129905,0.00032085958984586,1.17583280425027,0
4.25842049687579,1.50083288709718,0.0276506664839274,-1.49827615417823,-0.227215805017336,15,5,1.19897765024222e-07,1.388593862338e-07,0.863447320891573,0
-0.60005058938983,-0.797877134199123,-2.43322633700673,-0.31513868138434,-0.184532420127408,16,5,0.00029752732560641,0.000267342006464702,1.11290900199664,0
1.54784271981997,0.517470311532346,0.320968731769275,0.320703235070053,0.17694687661252,17,5,0.00236949171096868,0.00243657989702558,0.972466248228185,0
-0.479521592603763,0.205101342081358,-1.49225329997977,-1.24793994951433,0.818691868290141,18,5,0.000951080713080988,0.000882271082499113,1.07799148350977,0
