"param1","param2","param3","param4","param5","vec","iteration","dmv_true","dmv_prop","ir","sir"
0.13570473661371,-0.421593322502768,0.249347777960383,0.2714152794313,-0.252232626110414,1,4,0.00829168601151667,0.156229518166822,0.0530737475786285,0
0.380731723913684,-0.439165539531518,0.387546720243131,-0.240019331607191,0.104808216719445,2,4,0.00765039938374723,0.0990902015444308,0.0772064166235134,0
-0.432878354585247,1.33339068667487,-0.395622515719508,-0.250641017069022,-1.08164474372611,3,4,0.00188845435587026,0.000616652736665792,3.06242759268536,1
-0.05531608670983,-0.423956197780955,0.151483799567741,0.472343644985051,-0.416181199321086,4,4,0.00747849765713478,0.106484264270272,0.0702310121442291,0
0.26472692331465,-0.440432214861787,-0.100775966752979,-0.659043034886311,0.0495599820228081,5,4,0.00708200683270686,0.0834926352837875,0.0848219343973927,0
-0.36010590102867,0.794027077274166,-0.453683695226039,0.626754215199318,-1.17236157404914,6,4,0.0025765319321202,0.00181297359844425,1.42116351519469,1
-0.449175231713157,0.529670532627072,0.656497781736974,0.201743261273242,-0.693487461381583,7,4,0.00493129046794458,0.0275309978104602,0.179117753083071,0
0.000662236586568866,0.516208391866869,-0.63150646795375,-0.869619220266136,0.915496788528484,8,4,0.00326493760798072,0.00591616755749287,0.551866994342587,1
0.207552981363104,-0.532144640856115,0.71591071383069,0.836576353520071,0.126541735822998,9,4,0.00464473377055903,0.0172412837506076,0.269396051810546,1
-0.333492931980445,0.121362844268875,-0.119364690713387,0.453507731974096,0.352586620453483,10,4,0.00798825323115555,0.108512821941919,0.0736157542325385,1
0.0794893226495769,-0.527866333895791,-0.421351302279106,0.866499994627285,-0.21189047015179,11,4,0.00538681088644197,0.0248988014555476,0.216348200376599,1
0.358151551803748,0.470188131582451,-0.0195645558419607,-0.110783076799,-0.079214622168722,12,4,0.00840580549285576,0.15474107411553,0.0543217470920486,0
0.464145267634303,0.483942549334611,-0.896098591227482,0.00155944399682088,0.752433016580275,13,4,0.0040701169022115,0.00698635575568849,0.582580825331934,1
0.726015439762459,-1.28882969740745,-0.312425353205744,0.134056260977481,-0.997043699726953,14,4,0.00194280731819903,0.00038575980808248,5.03631347147404,1
-1.25734705047905,-1.31939038638298,-0.331736444644555,0.718655792167475,-0.648597008317341,15,4,0.00113724613246606,2.64034277499326e-05,43.0719126030508,1
-0.438656740271604,0.251058894141801,0.614236307009328,-0.0549442198143811,-0.215302070069403,16,4,0.00718508547767472,0.0853264201529944,0.0842070423766931,0
0.590527887893995,-0.674135613934341,0.773666552028344,0.434566283148271,0.310654920795409,17,4,0.00434712398159418,0.011899604908444,0.365316665136457,1
-0.123732087668568,0.508655706791203,0.0806046190263,-0.82414813152529,-0.0772513508319293,18,4,0.00623513340415631,0.0502317794106294,0.124127265195724,0
0.195833883276317,-0.4490537103047,0.33049131719616,-0.156347798163081,0.408278318361225,19,4,0.00771280840166411,0.103754055470144,0.074337416178238,0
-0.104471055543709,0.0464853522242943,0.204255952911146,-0.586221116525557,0.339853242163795,20,4,0.00781532937317718,0.113702166323943,0.0687350964880558,1
-0.394736110659516,0.454648532245021,0.188928375394667,-0.108574969691214,-0.314090846462088,21,4,0.00783604241606081,0.133330180427645,0.058771707882847,0
-0.438104460443481,0.529719017081303,-0.313177137649196,-0.338263080711828,1.18785045414015,22,4,0.0035432644702196,0.00492956253188526,0.718778684173526,1
-0.401661719685348,0.611588284699987,0.366088575462381,0.350909626444579,0.692685998613089,23,4,0.00534889649808218,0.0174764551719255,0.306063011375142,1
-0.603367633303882,-0.225573145145228,-0.529164443610078,0.506728012151151,-0.149827978954031,24,4,0.00620885429655122,0.0391823249145409,0.158460589311459,0
0.119920289392289,-0.604679800458189,-0.173508261531416,1.56230226420401,-0.669618378934769,25,4,0.00194140554219201,0.000620652079472792,3.12800940559343,1
-0.319102161228252,-0.804517485904359,-1.01802808660933,0.915067493776823,-0.417770589198631,26,4,0.00249526351659401,0.000704317237074096,3.54281193934702,1
0.441786442490779,-0.204512308758522,-0.201740832762208,0.321268829923222,0.24752878468061,27,4,0.00810086283133993,0.138451408536667,0.0585105122220155,0
0.994211012046442,0.307926804066085,0.2594788377298,0.729470107142734,-1.0063508057026,28,4,0.00262564469004932,0.00303018618701518,0.866496158322091,1
0.699931057294173,0.213348146642434,-0.331883600942519,-0.0903727714305172,-0.138296907521259,29,4,0.00721839158645438,0.0889711369196932,0.0811318348440328,0
0.0958796362612995,-0.200457792746072,-0.768293210422449,0.157484674055852,0.0717052334333244,30,4,0.00723019305083817,0.0827660985389388,0.0873569393564758,0
0.30515495602527,0.229545373476079,0.613343509593617,0.217170180558288,0.656119496211508,31,4,0.00613024262700492,0.0309580981831444,0.198017416662326,0
0.828901375202616,-1.06649083433334,-0.623384740644184,-0.425200238349365,-0.111370331574897,32,4,0.0030341124819001,0.00371077707264456,0.817648816542293,1
-0.319815046905253,-0.504534985670317,-0.247247605761556,-0.0414969496242201,0.111325810629605,33,4,0.00814187582839729,0.137912954760277,0.0590363381202997,0
0.203427190208299,0.101694340045417,0.476819897065508,-0.834051648189115,-1.0442252230435,34,4,0.00359842982804139,0.00336346150242001,1.06985907983556,1
-0.62282590354725,0.361050974119249,-0.266640003387434,0.331326051183259,0.581443597388609,35,4,0.00601617939990678,0.0329396036322491,0.182642738117733,0
-0.215370895667106,-0.0627332813192284,-0.460399207493567,-0.516945792094197,0.700755873840579,36,4,0.00606644630159909,0.0590275976374914,0.10277305098634,0
-0.950364251735261,0.399053232404583,-0.950498290282328,0.576468262807512,-0.359253750320188,37,4,0.00300245956820432,0.0018741878915024,1.60200563765113,1
0.344445690059416,0.133420714124625,0.892153092945895,1.06882759644666,-0.553140860249516,38,4,0.00307312039605491,0.00628393742425945,0.489043761669391,0
-0.0678243052796621,0.00981595298634377,-0.995118700886263,-0.0620677155748553,0.0058293274526625,39,4,0.00613273344133038,0.0436842013311334,0.140387903508714,0
-0.345808066449511,0.05201373922966,-0.507346042958465,-0.214867967013086,0.0371658336505796,40,4,0.00816162681869197,0.152155720831165,0.0536399602598464,0
-0.267153237775674,0.895015541498482,-0.526978041164256,0.988385835251708,0.378369962052079,41,4,0.00324775067029258,0.00157896176491728,2.0568900035795,1
0.13773938218965,-0.19178669182389,-0.417295386687372,0.153327519776364,0.281688086070793,42,4,0.00855648096768916,0.169440426468216,0.0504984621795331,0
-0.0204645979039801,0.615648736654973,0.411595026793671,0.0703747325388323,-0.013835483423599,43,4,0.00766040063628058,0.105818236531764,0.0723920648023761,0
-0.214193341190055,0.747475041927604,-1.46070675749073,-0.196524120145646,0.0551580630113844,44,4,0.00251708016118614,0.0011136083254425,2.26029215450232,1
0.67208875352865,-0.267345718455508,0.420799947146696,-0.337984459553428,-0.583306096209428,45,4,0.00567288640254352,0.0287591822485399,0.19725478817575,0
-0.139162888134279,0.425851134982046,0.145172823532161,-0.0868786605772747,-0.235266312336221,46,4,0.00876457667165972,0.197051868283745,0.0444785261261221,0
0.0861451598789334,0.396054524748416,0.464368277895531,-0.196536484197204,0.295236772908474,47,4,0.00784760120237227,0.0994494381667599,0.0789104629149655,0
-0.464084512645847,0.614187976388437,0.340803259991208,-0.0105448884645609,-0.740168913196788,48,4,0.00539087614590497,0.0364682582448373,0.147823789930196,0
0.286514263920573,-1.02709620677768,0.00415803465144385,-0.252431022006467,0.131183769226754,49,4,0.00549632752529813,0.0301607778638427,0.182234276254766,1
-0.584347774662689,0.0544129222028693,0.591569434478198,-0.270095396688154,0.515669133294737,50,4,0.00602815372313104,0.033820341777084,0.178240473229505,0
-1.27407541171261,-0.153879333799165,0.133232137217005,0.740491841222822,-0.866494133791108,51,4,0.00229594284374578,0.00109495875968661,2.0968304271139,1
-0.0142924026288549,-0.341182829244936,0.0957413551869781,0.998579143817183,0.730802428393179,52,4,0.00441301515138451,0.00873062228111741,0.505463987478759,1
0.786614721110284,0.777665302145558,-0.558269709387366,-0.515988950297785,-0.49480356371861,53,4,0.00363253036682235,0.00537639504578302,0.67564424412442,1
-0.179595046238618,0.313853511264724,0.13422243637954,-0.234377122858477,-0.121744737919238,54,4,0.00905935902442699,0.217353841614746,0.0416802342076127,0
0.600344670479516,0.0104005377821315,0.662352163864538,0.330437199777202,-0.223101971630847,55,4,0.00625865217749084,0.056268063464523,0.111229208757769,0
-0.432668880351222,0.863036192535317,-0.210533535397024,0.151172404019041,-0.391304564418588,56,4,0.00567969386591381,0.0383343429911705,0.14816202451212,0
0.0899521106699811,0.407264190614666,0.502596391299204,-0.422387702444333,0.100824073387305,57,4,0.0074297697025076,0.0813091494634532,0.0913767977101658,1
-0.313628656614894,0.134483805009325,0.959850097919685,-0.0152025230115205,-0.434904862919404,58,4,0.00547118601913472,0.0279238330328627,0.195932485797915,1
0.028034702173676,0.669483355313637,-0.131586743725807,0.895799252205802,-0.454723323640321,59,4,0.00483215879335198,0.0190925823322336,0.253090897253535,1
0.414354399736378,0.549337360637699,0.184886122490688,-0.0340524553207512,0.213788894642495,60,4,0.00765843757514637,0.0937027884707864,0.0817311597672895,0
0.0749667021273809,-0.525568559725735,0.329805300536388,0.693129222474834,-0.198047531533316,61,4,0.0064104547626694,0.0620588429636496,0.103296395107209,0
-0.0193198069647015,-0.221331037406578,0.368179260785731,-0.0834730894258304,-0.865556955723038,62,4,0.00631246334128031,0.0467015651128512,0.135165991247331,0
-0.253775076617519,-0.271011121651366,-0.226717566410193,0.2238312639227,-0.105534367642142,63,4,0.00891574493881068,0.192561453969791,0.0463007769987517,0
0.419167528598799,-0.0383366969235039,0.683923956393711,0.0851393452273894,-0.281723830110603,64,4,0.00700968351186516,0.0776616694617532,0.0902592432077099,0
-0.499670074231025,0.991781348124059,-0.578689124157867,-0.0149408619106116,0.421668241328039,65,4,0.00422051931716202,0.00886155434020945,0.476273027860512,1
0.207819254846752,0.829986275923526,0.529886033255942,-0.525259364664918,-0.547703789251253,66,4,0.00456629227816447,0.0133461276824093,0.342143608005716,1
0.483504085774036,0.842520271846446,-0.103954681102473,-0.482564061149616,-0.395135642795703,67,4,0.00516213831467077,0.0223784333215013,0.230674696503931,1
-0.353329288548389,-0.258535638667913,0.28875062302045,0.0546759579189078,0.123208309353436,68,4,0.00872723107999014,0.16958616132682,0.0514619295095156,0
-0.674962157973216,-0.163037441477336,0.316612338866852,-0.659706821503655,0.161632199257686,69,4,0.00599661016037731,0.0377821614130579,0.158715381442016,0
0.00809376557313272,0.752615344975525,0.752707253701391,-0.422408896672997,0.0559348922702513,70,4,0.00523701579181132,0.0189309896268054,0.276637190926139,0
0.519357847360927,-0.133954293708957,0.635691046976214,-0.0237462305453947,-0.405103054325123,71,4,0.00658527905784616,0.0592480082885291,0.111147686615503,1
0.572027332384909,-0.848582664180572,-0.339375512764564,-0.23649313789335,0.573646953141492,72,4,0.0046614237377421,0.0223493332616191,0.208571042508335,0
